,X,Age,Education,Marital.Status,Gender,Income
550,550,28,Higher Education,Not Married,Male,25.49868506
551,551,46,Higher Education,Not Married,Male,26.94058567
552,552,36,Higher Education,Not Married,Female,42.43474952
553,553,72,None Higher Education,Not Married,Female,54.58295959
554,554,35,Higher Education,Married,Female,39.69450059
555,555,33,None Higher Education,Not Married,Female,54.17819818
556,556,69,None Higher Education,Not Married,Female,49.60338003
557,557,35,Higher Education,Married,Male,25.52657129
558,558,31,Higher Education,Not Married,Female,33.34346387
559,559,34,Higher Education,Married,Female,30.07742226
560,560,30,None Higher Education,Married,Male,49.31794202
561,561,28,None Higher Education,Not Married,Male,56.50982261
562,562,54,None Higher Education,Married,Male,30.96489418
563,563,47,Higher Education,Married,Male,22.65936707
564,564,24,Higher Education,Not Married,Female,20.94819256
565,565,52,None Higher Education,Married,Male,46.10954748
566,566,20,Higher Education,Not Married,Male,19.66183297
567,567,43,Higher Education,Married,Male,40.53156058
568,568,45,None Higher Education,Not Married,Female,46.40392014
569,569,29,Higher Education,Not Married,Male,39.32732657
570,570,47,Higher Education,Not Married,Male,26.54178646
571,571,24,Higher Education,Not Married,Male,26.7961966
572,572,51,Higher Education,Married,Male,23.65737308
573,573,17,None Higher Education,Not Married,Male,57.28934409
574,574,37,None Higher Education,Married,Male,44.94083068
575,575,27,Higher Education,Not Married,Female,30.44508449
576,576,29,None Higher Education,Married,Male,55.90252704
577,577,18,None Higher Education,Not Married,Male,48.4491933
578,578,36,None Higher Education,Not Married,Female,42.02436829
579,579,58,None Higher Education,Not Married,Female,56.61955046
580,580,26,Higher Education,Married,Male,34.60285137
581,581,65,Higher Education,Married,Male,24.33271298
582,582,57,Higher Education,Married,Male,32.8019552
583,583,59,Higher Education,Married,Male,24.8759402
584,584,27,Higher Education,Married,Male,34.89475747
585,585,31,None Higher Education,Not Married,Male,41.04821114
586,586,21,Higher Education,Not Married,Female,23.73857812
587,587,29,Higher Education,Not Married,Male,24.05376817
588,588,18,None Higher Education,Not Married,Male,50.13270013
589,589,52,None Higher Education,Married,Male,30.9204054
590,590,57,None Higher Education,Not Married,Male,37.44300224
591,591,42,Higher Education,Married,Male,25.08525912
592,592,55,Higher Education,Married,Female,18.41351883
593,593,60,None Higher Education,Not Married,Male,51.4486413
594,594,31,None Higher Education,Married,Male,48.49793622
595,595,23,None Higher Education,Not Married,Female,52.61132157
596,596,27,Higher Education,Not Married,Male,34.43314874
597,597,23,Higher Education,Not Married,Female,32.07072481
598,598,42,Higher Education,Married,Male,29.31323339
599,599,25,Higher Education,Not Married,Male,22.73796332
600,600,49,None Higher Education,Not Married,Female,50.89132253
601,601,32,None Higher Education,Not Married,Male,37.86442283
602,602,19,Higher Education,Not Married,Male,29.44710998
603,603,60,None Higher Education,Not Married,Female,54.69644358
604,604,42,None Higher Education,Married,Male,46.37105417
605,605,35,None Higher Education,Not Married,Male,51.12782892
606,606,48,Higher Education,Not Married,Female,28.19024358
607,607,51,Higher Education,Married,Male,28.3927987
608,608,29,Higher Education,Not Married,Male,42.22162361
609,609,36,Higher Education,Not Married,Male,35.77907249
610,610,17,None Higher Education,Not Married,Female,45.03154202
611,611,52,Higher Education,Not Married,Female,24.38636468
612,612,24,Higher Education,Not Married,Male,27.23760644
613,613,24,Higher Education,Married,Male,11.04613126
614,614,26,None Higher Education,Not Married,Male,59.66610021
615,615,27,None Higher Education,Not Married,Female,39.46260811
616,616,39,Higher Education,Not Married,Male,18.97038017
617,617,30,Higher Education,Married,Male,19.24001998
618,618,50,Higher Education,Married,Male,13.24142502
619,619,52,None Higher Education,Married,Male,57.80369626
620,620,46,Higher Education,Married,Male,10.91073881
621,621,23,None Higher Education,Not Married,Female,50.2254661
622,622,45,None Higher Education,Not Married,Female,56.21545728
623,623,65,None Higher Education,Not Married,Female,61.18813343
624,624,29,None Higher Education,Married,Male,54.00727154
625,625,47,None Higher Education,Married,Male,53.57047302
626,626,30,Higher Education,Not Married,Male,30.81631484
627,627,34,Higher Education,Married,Male,36.47565686
628,628,38,Higher Education,Married,Male,42.32737964
629,629,33,Higher Education,Married,Male,27.19445224
630,630,49,None Higher Education,Married,Male,57.49421203
631,631,47,Higher Education,Not Married,Female,46.29247944
632,632,49,None Higher Education,Not Married,Female,37.63007145
633,633,43,Higher Education,Married,Male,41.94494965
634,634,30,None Higher Education,Married,Female,46.10743717
635,635,58,Higher Education,Married,Male,26.08596037
636,636,19,Higher Education,Not Married,Female,42.66959376
637,637,21,None Higher Education,Not Married,Male,52.55854993
638,638,33,None Higher Education,Married,Male,71.44504343
639,639,47,None Higher Education,Married,Male,40.24215679
640,640,52,Higher Education,Married,Male,39.00507828
641,641,26,Higher Education,Not Married,Male,32.45975095
642,642,60,Higher Education,Married,Male,50.35276432
643,643,21,Higher Education,Not Married,Male,23.54867982
644,644,36,Higher Education,Married,Male,23.74110914
645,645,31,Higher Education,Married,Male,38.72101776
646,646,50,Higher Education,Not Married,Male,32.21913653
647,647,31,Higher Education,Not Married,Female,45.56360241
648,648,71,Higher Education,Married,Male,39.7765176
649,649,58,Higher Education,Married,Male,15.18593874
650,650,30,None Higher Education,Married,Male,54.90415013
651,651,20,Higher Education,Not Married,Male,24.50233205
652,652,24,Higher Education,Not Married,Male,22.51718773
653,653,35,Higher Education,Married,Male,25.45125764
654,654,38,Higher Education,Not Married,Female,30.7160733
655,655,27,Higher Education,Not Married,Female,10.93542393
656,656,29,Higher Education,Not Married,Female,26.8976039
657,657,70,None Higher Education,Not Married,Female,59.92998396
658,658,34,Higher Education,Married,Male,24.28439212
659,659,44,None Higher Education,Married,Male,59.06025345
660,660,43,Higher Education,Married,Male,36.89226329
661,661,44,None Higher Education,Married,Male,41.89273652
662,662,35,Higher Education,Not Married,Male,36.4063065
663,663,27,Higher Education,Not Married,Male,34.02828049
664,664,43,Higher Education,Not Married,Male,48.91653506
665,665,20,Higher Education,Not Married,Female,26.06074792
666,666,42,None Higher Education,Not Married,Female,41.06278666
667,667,27,Higher Education,Married,Male,28.40222753
668,668,42,Higher Education,Married,Male,41.99705426
669,669,20,None Higher Education,Married,Female,47.89743176
670,670,24,None Higher Education,Not Married,Male,52.8049006
671,671,48,Higher Education,Not Married,Male,12.48881213
672,672,17,None Higher Education,Not Married,Female,48.10061989
673,673,17,None Higher Education,Not Married,Male,71.4184773
674,674,33,None Higher Education,Married,Male,54.72660262
675,675,50,Higher Education,Married,Male,46.51509762
676,676,22,Higher Education,Not Married,Female,29.2872872
677,677,17,None Higher Education,Not Married,Male,40.53759671
678,678,32,Higher Education,Married,Male,31.28583266
679,679,31,Higher Education,Not Married,Male,26.85818308
680,680,58,Higher Education,Not Married,Male,46.98200823
681,681,29,Higher Education,Not Married,Male,26.11382588
682,682,37,None Higher Education,Married,Male,62.7937449
683,683,34,Higher Education,Married,Male,32.14384942
684,684,23,Higher Education,Not Married,Male,14.39055944
685,685,18,None Higher Education,Not Married,Female,32.42751289
686,686,34,Higher Education,Not Married,Female,21.15192803
687,687,66,None Higher Education,Not Married,Male,47.42563696
688,688,45,None Higher Education,Married,Female,36.00317915
689,689,41,Higher Education,Not Married,Male,20.00741072
690,690,26,Higher Education,Not Married,Male,20.33651042
691,691,54,Higher Education,Married,Male,40.42065423
692,692,24,Higher Education,Not Married,Female,44.74038331
693,693,42,Higher Education,Married,Male,42.62358563
694,694,20,Higher Education,Not Married,Male,26.30930698
695,695,23,None Higher Education,Not Married,Female,57.21503712
696,696,25,None Higher Education,Not Married,Male,46.6517769
697,697,35,Higher Education,Not Married,Male,27.31476456
698,698,31,Higher Education,Married,Male,31.42059929
699,699,30,None Higher Education,Not Married,Female,46.75318882
700,700,19,Higher Education,Not Married,Female,31.65304689
701,701,36,None Higher Education,Not Married,Male,55.91602397
702,702,31,None Higher Education,Not Married,Female,30.01037737
703,703,21,Higher Education,Not Married,Male,35.9634442
704,704,31,Higher Education,Married,Male,34.84698381
705,705,46,Higher Education,Not Married,Female,26.52012839
706,706,44,None Higher Education,Not Married,Female,39.09847312
707,707,40,None Higher Education,Married,Male,64.34438807
708,708,45,Higher Education,Not Married,Male,49.47623206
709,709,60,Higher Education,Married,Male,28.98322834
710,710,18,None Higher Education,Not Married,Male,48.54600689
711,711,28,None Higher Education,Married,Male,51.60455763
712,712,36,Higher Education,Not Married,Female,17.90204028
713,713,36,None Higher Education,Not Married,Male,37.89057001
714,714,40,None Higher Education,Married,Male,50.66838175
715,715,36,None Higher Education,Not Married,Female,54.5475292
716,716,31,Higher Education,Not Married,Female,17.25390066
717,717,33,Higher Education,Married,Male,27.10333373
718,718,19,Higher Education,Not Married,Female,22.69553689
719,719,22,Higher Education,Not Married,Female,19.50153612
720,720,34,None Higher Education,Married,Male,47.97959079
721,721,33,Higher Education,Not Married,Male,19.00807844
722,722,41,Higher Education,Married,Male,40.51467427
723,723,29,None Higher Education,Not Married,Male,40.48445987
724,724,50,Higher Education,Married,Male,33.02999024
725,725,42,None Higher Education,Married,Male,49.96436512
726,726,43,None Higher Education,Not Married,Male,59.7961516
727,727,44,Higher Education,Married,Female,24.72330808
728,728,20,Higher Education,Not Married,Female,35.18646259
729,729,31,Higher Education,Married,Male,22.75677318
730,730,65,None Higher Education,Married,Male,57.53064973
731,731,23,Higher Education,Not Married,Female,27.01733577
732,732,55,Higher Education,Not Married,Female,17.62963513
733,733,26,None Higher Education,Married,Male,45.36941517
734,734,25,None Higher Education,Not Married,Female,36.86363693
735,735,45,Higher Education,Married,Female,37.51604714
736,736,35,Higher Education,Married,Male,31.76614024
737,737,36,Higher Education,Not Married,Female,40.27077541
738,738,43,None Higher Education,Married,Male,36.91101144
739,739,56,Higher Education,Not Married,Female,22.62268244
740,740,42,None Higher Education,Married,Male,38.09595402
741,741,19,Higher Education,Not Married,Female,15.71752245
742,742,55,Higher Education,Married,Male,35.6663513
743,743,42,Higher Education,Not Married,Female,40.60230042
744,744,26,None Higher Education,Not Married,Male,51.66754148
745,745,17,None Higher Education,Not Married,Male,43.67396232
746,746,42,None Higher Education,Married,Female,67.53859978
747,747,55,Higher Education,Married,Male,28.16924321
748,748,32,Higher Education,Not Married,Female,38.11214813
749,749,29,None Higher Education,Not Married,Male,64.37105574
750,750,46,None Higher Education,Married,Male,40.37564534
751,751,29,None Higher Education,Married,Male,62.73572069
752,752,22,None Higher Education,Not Married,Male,51.86650997
753,753,58,None Higher Education,Married,Male,43.84971774
754,754,23,Higher Education,Not Married,Male,34.84032683
755,755,39,Higher Education,Not Married,Male,9.201743054
756,756,27,None Higher Education,Not Married,Male,40.64136006
757,757,54,Higher Education,Married,Male,35.64105197
758,758,33,None Higher Education,Not Married,Female,54.94243897
759,759,46,Higher Education,Married,Female,26.31510561
760,760,37,Higher Education,Not Married,Male,37.10508903
761,761,36,Higher Education,Not Married,Female,43.84621573
762,762,59,Higher Education,Married,Female,35.52500487
763,763,34,Higher Education,Not Married,Male,27.40993027
764,764,53,Higher Education,Married,Male,21.94204086
765,765,51,None Higher Education,Not Married,Male,52.19874485
766,766,32,None Higher Education,Not Married,Female,30.47261619
767,767,31,Higher Education,Married,Male,34.83078948
768,768,22,Higher Education,Married,Female,27.36329639
769,769,47,None Higher Education,Not Married,Female,55.79928292
770,770,32,Higher Education,Not Married,Male,44.6624435
771,771,26,Higher Education,Not Married,Female,14.68219327
